source_id,label,target_id
Character:Frank,APPEARS_IN,Episode:The_Adventure
Character:Bluey_Heeler,APPEARS_IN,Episode:Copycat
Character:Bingo_Heeler,APPEARS_IN,Episode:Copycat
Character:Bandit_Heeler,APPEARS_IN,Episode:Copycat
Character:Chilli_Heeler,APPEARS_IN,Episode:Copycat
Character:Vet_Corgi,APPEARS_IN,Episode:Copycat
Character:Wendy,APPEARS_IN,Episode:Copycat
Character:Surfer_(The_Beach),APPEARS_IN,Episode:Copycat
Character:Bluey_Heeler,APPEARS_IN,Episode:The_Sleepover
Character:Bingo_Heeler,APPEARS_IN,Episode:The_Sleepover
Character:Bandit_Heeler,APPEARS_IN,Episode:The_Sleepover
Character:Chilli_Heeler,APPEARS_IN,Episode:The_Sleepover
Character:Muffin_Heeler,APPEARS_IN,Episode:The_Sleepover
Character:Stripe_Heeler,APPEARS_IN,Episode:The_Sleepover
Character:Indy,APPEARS_IN,Episode:Mums_and_Dads
Character:Rusty,APPEARS_IN,Episode:Mums_and_Dads
Character:Calypso,APPEARS_IN,Episode:Mums_and_Dads
Character:Bluey_Heeler,APPEARS_IN,Episode:Mums_and_Dads
Character:Mackenzie_Border_Collie,APPEARS_IN,Episode:Mums_and_Dads
Character:Snickers,APPEARS_IN,Episode:Mums_and_Dads
Character:Winton,APPEARS_IN,Episode:Mums_and_Dads
Character:The_Terriers,APPEARS_IN,Episode:Mums_and_Dads
Character:Coco,APPEARS_IN,Episode:Mums_and_Dads
Character:Pretzel,APPEARS_IN,Episode:Mums_and_Dads
Character:Chloe,APPEARS_IN,Episode:Mums_and_Dads
Character:Honey,APPEARS_IN,Episode:Mums_and_Dads
Character:Gruber,APPEARS_IN,Episode:Mums_and_Dads
Character:Juniper,APPEARS_IN,Episode:Mums_and_Dads
Character:Missy,APPEARS_IN,Episode:Mums_and_Dads
Character:Zara,APPEARS_IN,Episode:Mums_and_Dads
Character:Bluey_Heeler,APPEARS_IN,Episode:Hide_and_Seek
Character:Bingo_Heeler,APPEARS_IN,Episode:Hide_and_Seek
Character:Bandit_Heeler,APPEARS_IN,Episode:Hide_and_Seek
Character:Chilli_Heeler,APPEARS_IN,Episode:Hide_and_Seek
Character:Bluey_Heeler,APPEARS_IN,Episode:Camping
Character:Jean-Luc,APPEARS_IN,Episode:Camping
Character:Muffin_Heeler,APPEARS_IN,Episode:Camping
Character:Bingo_Heeler,APPEARS_IN,Episode:Camping
Character:Chilli_Heeler,APPEARS_IN,Episode:Camping
Character:Bandit_Heeler,APPEARS_IN,Episode:Camping
Character:Trixie_Heeler,APPEARS_IN,Episode:Camping
Character:Stripe_Heeler,APPEARS_IN,Episode:Camping
Character:Socks_Heeler,APPEARS_IN,Episode:Camping
Character:Jean-Luc%27s_Dad,APPEARS_IN,Episode:Camping
Character:Bluey_Heeler,APPEARS_IN,Episode:Mount_Mumandad
Character:Bingo_Heeler,APPEARS_IN,Episode:Mount_Mumandad
Character:Bandit_Heeler,APPEARS_IN,Episode:Mount_Mumandad
Character:Chilli_Heeler,APPEARS_IN,Episode:Mount_Mumandad
Character:Bluey_Heeler,APPEARS_IN,Episode:Kids
Character:Bingo_Heeler,APPEARS_IN,Episode:Kids
Character:Bandit_Heeler,APPEARS_IN,Episode:Kids
Character:Rocko,APPEARS_IN,Episode:Kids
Character:Docket_Boy,APPEARS_IN,Episode:Kids
Character:Customer,APPEARS_IN,Episode:Kids
Character:Checkout_Lady,APPEARS_IN,Episode:Kids
Character:Bluey_Heeler,APPEARS_IN,Episode:Chickenrat
Character:Bingo_Heeler,APPEARS_IN,Episode:Chickenrat
Character:Bandit_Heeler,APPEARS_IN,Episode:Chickenrat
Character:Chilli_Heeler,APPEARS_IN,Episode:Chickenrat
Character:Bluey_Heeler,APPEARS_IN,Episode:Neighbours
Character:Bingo_Heeler,APPEARS_IN,Episode:Neighbours
Character:Bandit_Heeler,APPEARS_IN,Episode:Neighbours
Character:Chilli_Heeler,APPEARS_IN,Episode:Neighbours
Character:Bluey_Heeler,APPEARS_IN,Episode:Teasing
Character:Bingo_Heeler,APPEARS_IN,Episode:Teasing
Character:Bandit_Heeler,APPEARS_IN,Episode:Teasing
Character:Chilli_Heeler,APPEARS_IN,Episode:Teasing
Character:Pat,APPEARS_IN,Episode:Teasing
Character:Bluey_Heeler,APPEARS_IN,Episode:Asparagus
Character:Bandit_Heeler,APPEARS_IN,Episode:Asparagus
Character:Bingo_Heeler,APPEARS_IN,Episode:Asparagus
Character:Chilli_Heeler,APPEARS_IN,Episode:Asparagus
Character:Pat,APPEARS_IN,Episode:Asparagus
Character:Lucky,APPEARS_IN,Episode:Asparagus
Character:Janelle,APPEARS_IN,Episode:Asparagus
Character:Bluey_Heeler,APPEARS_IN,Episode:Daddy_Putdown
Character:Bingo_Heeler,APPEARS_IN,Episode:Daddy_Putdown
Character:Bandit_Heeler,APPEARS_IN,Episode:Daddy_Putdown
Character:Chilli_Heeler,APPEARS_IN,Episode:Daddy_Putdown
Character:Mort_Cattle,APPEARS_IN,Episode:Daddy_Putdown
Character:Bluey_Heeler,APPEARS_IN,Episode:Verandah_Santa
Character:Bingo_Heeler,APPEARS_IN,Episode:Verandah_Santa
Character:Bandit_Heeler,APPEARS_IN,Episode:Verandah_Santa
Character:Chilli_Heeler,APPEARS_IN,Episode:Verandah_Santa
Character:Stripe_Heeler,APPEARS_IN,Episode:Verandah_Santa
Character:Trixie_Heeler,APPEARS_IN,Episode:Verandah_Santa
Character:Muffin_Heeler,APPEARS_IN,Episode:Verandah_Santa
Character:Socks_Heeler,APPEARS_IN,Episode:Verandah_Santa
Character:Bingo_Heeler,APPEARS_IN,Episode:Dance_Mode
Character:Chilli_Heeler,APPEARS_IN,Episode:Dance_Mode
Character:Bluey_Heeler,APPEARS_IN,Episode:Dance_Mode
Character:Bandit_Heeler,APPEARS_IN,Episode:Dance_Mode
Character:Pat,APPEARS_IN,Episode:Dance_Mode
Character:Busker,APPEARS_IN,Episode:Dance_Mode
Character:Postie,APPEARS_IN,Episode:Dance_Mode
Character:Wendy,APPEARS_IN,Episode:Dance_Mode
Character:Surfer_(The_Beach),APPEARS_IN,Episode:Dance_Mode
Character:Cornelius,APPEARS_IN,Episode:Dance_Mode
Character:Mackenzie%27s_Mum,APPEARS_IN,Episode:Dance_Mode
Character:Gruber%27s_Dad,APPEARS_IN,Episode:Dance_Mode
Character:Nurse,APPEARS_IN,Episode:Dance_Mode
Character:Bluey_Heeler,APPEARS_IN,Episode:Hammerbarn
Character:Bingo_Heeler,APPEARS_IN,Episode:Hammerbarn
Character:Bandit_Heeler,APPEARS_IN,Episode:Hammerbarn
Character:Chilli_Heeler,APPEARS_IN,Episode:Hammerbarn
Character:Pat,APPEARS_IN,Episode:Hammerbarn
Character:Snickers%27_Mum,APPEARS_IN,Episode:Hammerbarn
Character:Juniper%27s_Mum,APPEARS_IN,Episode:Hammerbarn
Character:Winton,APPEARS_IN,Episode:Hammerbarn
Character:Cornelius,APPEARS_IN,Episode:Hammerbarn
Character:Indy%27s_Mum,APPEARS_IN,Episode:Hammerbarn
Character:Jack%27s_Mum,APPEARS_IN,Episode:Hammerbarn
Character:Poffertje_Dog,APPEARS_IN,Episode:Hammerbarn
Character:Employee,APPEARS_IN,Episode:Hammerbarn
Character:Checkout_Dog,APPEARS_IN,Episode:Hammerbarn
Character:Stripe_Heeler,APPEARS_IN,Episode:Hammerbarn
Character:Wendy,APPEARS_IN,Episode:Hammerbarn
Character:Lucky,APPEARS_IN,Episode:Hammerbarn
Character:Bingo_Heeler,APPEARS_IN,Episode:Featherwand
Character:Chilli_Heeler,APPEARS_IN,Episode:Featherwand
Character:Bluey_Heeler,APPEARS_IN,Episode:Featherwand
Character:Bandit_Heeler,APPEARS_IN,Episode:Featherwand
Character:Pat,APPEARS_IN,Episode:Featherwand
Character:Wendy,APPEARS_IN,Episode:Featherwand
Character:Chloe,APPEARS_IN,Episode:Featherwand
Character:Lucky,APPEARS_IN,Episode:Featherwand
Character:Bingo_Heeler,APPEARS_IN,Episode:Squash
Character:Stripe_Heeler,APPEARS_IN,Episode:Squash
Character:Bandit_Heeler,APPEARS_IN,Episode:Squash
Character:Bluey_Heeler,APPEARS_IN,Episode:Squash
Character:Bingo_Heeler,APPEARS_IN,Episode:Hairdressers
Character:Bluey_Heeler,APPEARS_IN,Episode:Hairdressers
Character:Chilli_Heeler,APPEARS_IN,Episode:Hairdressers
Character:Bandit_Heeler,APPEARS_IN,Episode:Hairdressers
Character:Bluey_Heeler,APPEARS_IN,Episode:Stumpfest
Character:Bingo_Heeler,APPEARS_IN,Episode:Stumpfest
Character:Bandit_Heeler,APPEARS_IN,Episode:Stumpfest
Character:Stripe_Heeler,APPEARS_IN,Episode:Stumpfest
Character:Muffin_Heeler,APPEARS_IN,Episode:Stumpfest
Character:Pat,APPEARS_IN,Episode:Stumpfest
Character:Chilli_Heeler,APPEARS_IN,Episode:Stumpfest
Character:Trixie_Heeler,APPEARS_IN,Episode:Stumpfest
Character:Bluey_Heeler,APPEARS_IN,Episode:Favourite_Thing
Character:Bingo_Heeler,APPEARS_IN,Episode:Favourite_Thing
Character:Bandit_Heeler,APPEARS_IN,Episode:Favourite_Thing
Character:Chilli_Heeler,APPEARS_IN,Episode:Favourite_Thing
Character:Postie,APPEARS_IN,Episode:Favourite_Thing
Character:Checkout_Dog,APPEARS_IN,Episode:Favourite_Thing
Character:Lila,APPEARS_IN,Episode:Daddy_Dropoff
Character:Bandit_Heeler,APPEARS_IN,Episode:Daddy_Dropoff
Character:Bluey_Heeler,APPEARS_IN,Episode:Daddy_Dropoff
Character:Bingo_Heeler,APPEARS_IN,Episode:Daddy_Dropoff
Character:Chilli_Heeler,APPEARS_IN,Episode:Daddy_Dropoff
Character:Jasper_W.,APPEARS_IN,Episode:Daddy_Dropoff
Character:Jasper_G.,APPEARS_IN,Episode:Daddy_Dropoff
Character:Harley,APPEARS_IN,Episode:Daddy_Dropoff
Character:Sheila,APPEARS_IN,Episode:Daddy_Dropoff
Character:Mrs._Retriever,APPEARS_IN,Episode:Daddy_Dropoff
Character:Juniper,APPEARS_IN,Episode:Daddy_Dropoff
Character:Juniper%27s_Mum,APPEARS_IN,Episode:Daddy_Dropoff
Character:Buddy,APPEARS_IN,Episode:Daddy_Dropoff
Character:Bentley,APPEARS_IN,Episode:Daddy_Dropoff
Character:Mackenzie%27s_Dad,APPEARS_IN,Episode:Daddy_Dropoff
Character:Mackenzie_Border_Collie,APPEARS_IN,Episode:Daddy_Dropoff
Character:Chloe%27s_Mum,APPEARS_IN,Episode:Daddy_Dropoff
Character:Winton,APPEARS_IN,Episode:Daddy_Dropoff
Character:Pretzel,APPEARS_IN,Episode:Daddy_Dropoff
Character:Bella,APPEARS_IN,Episode:Daddy_Dropoff
Character:Calypso,APPEARS_IN,Episode:Daddy_Dropoff
Character:Missy,APPEARS_IN,Episode:Daddy_Dropoff
Character:Zara,APPEARS_IN,Episode:Daddy_Dropoff
Character:Bingo_Heeler,APPEARS_IN,Episode:Bingo_(Episode)
